Station ID,Property/Business Name,Street Address,Hours of Operation,Charger Fee(per Hour),Latitude,Longitude,Location,Latitude.1,Longitude.1
451,Stadium Marketplace,4561 Salt Lake Blvd,07:00-21:00,$2,21.3650062,-157.9305367,"(21.3650062, -157.9305367)",,
853,Aloha Stadium,99-500 Salt Lake Blvd,09:00-20:00,$2.25,21.37277,-157.92998,"(21.37277, -157.92998)",,
729,HPU - Hawaii Loa Campus,45-045 Kamehameha Hwy,00:00-23:59,$0.50,21.37907,-157.78168,"(21.37907, -157.78168)",,
679,Castle Medical Center,640 Ulukahiki St,00:00-23:59,$0,21.38108,-157.75765,"(21.38108, -157.75765)",,
441,Pearlridge Shopping Center (downtown),98-1005 Moanalua Rd #231,10:00-21:00,$0,21.38216986,-157.9399467,"(21.3821698647, -157.9399466513)",,
663,Pali Momi Medical Center - Hawaii Pacific Health,98-1079 Moanalua Rd,00:00-23:59,$2.50,21.38328,-157.9386,"(21.38328, -157.9386)",,
443,Pearlridge Shopping Center (uptown),1005 Moanalua Road,10:00-21:00,$0,21.38593,-157.94132,"(21.38593, -157.94132)",,
805,Tesla Service Center,94-480 Akoki Street,00:00-23:59,$0,21.38817,-158.00888,"(21.38817, -158.00888)",,
807,Mary Savio Medical Center,98-1247 Kaahumanu St,09:00-20:00,$2,21.38849,-157.95323,"(21.38849, -157.95323)",,
735,Target- Kailua,345 Hahani St,00:00-23:59,$2,21.39055,-157.7397,"(21.39055, -157.7397)",,
751,Walmart #2314 - Waipahu,94-595 Kupuohi St,00:00-23:59,$0.50,21.39139,-158.03463,"(21.39139, -158.03463)",,
847,Leeward Community College,96-045 Ala Ike,00:00-23:59,$0,21.39259,-157.98383,"(21.39259, -157.98383)",,
795,Kailua Town Center,609 Kailua Road,00:00-23:59,$0,21.39361,-157.742,"(21.39361, -157.742)",,
417,Longs Drugs,609 Kailua Road,08:00-21:00,$2.25,21.39363,-157.74216,"(21.39363, -157.74216)",,
481,Whole Foods Kailua,629 Kailua Road,07:00-22:00,$0,21.39378,-157.74286,"(21.39378, -157.74286)",,
753,Walmart #5274 - Pearl City,1131 Kuala Street,00:00-23:59,$0.50,21.39717,-157.9745,"(21.39717, -157.9745)",,
413,King Windward Nissan,45-568 Kamehameha Hwy,07:00-20:00,$0,21.399172,-157.799149,"(21.399172, -157.799149)",,
743,King Windward Nissan,45-568 Kamehameha Hwy,07:00-20:00,$0,21.39918,-157.79937,"(21.39918, -157.79937)",,
469,Waikele Center,94-849 Lumiaina Street,00:00-23:59,$0,21.40022341,-158.0070285,"(21.4002234096, -158.0070284576)",,
851,Kamahamaha Schools Community Learning Center,87-0790 Kulauku Street,09:00-20:00,$2.25,21.40689,-158.17091,"(21.40689, -158.17091)",,
793,Windward Community College,45-720 Keaahala Rd,00:00-23:59,$0,21.40816,-157.81234,"(21.40816, -157.81234)",,
637,Windward Mall,46-056 Kamehameha Hwy,00:00-23:59,$10,21.42054,-157.80586,"(21.42054, -157.80586)",,
401,Kaiser Permanente Waipio,94-1480 Moaniani St.,00:00-23:59,$0,21.425784,-157.997143,"(21.425784, -157.997143)",,
791,"Costco Wholesale, Waipahu",94-1231 Ka Uka Blvd,10:00-20:30,$0,21.42645,-158.00009,"(21.42645, -158.00009)",,
545,Tony Nissan,94-1299 Ka Uka Boulevard,09:00-22:00,$0,21.427693,-157.997835,"(21.427693, -157.997835)",,
867,Waianae Shopping Mall,86-120 Farrington Highway,00:00-23:59,$1.25,21.4356,-158.1839,"(21.4356, -158.1839)",,
719,Koolau Center,47-388 Hui Iwa Street,00:00-23:59,$2.50,21.436,-157.8258,"(21.436, -157.8258)",,
573,Waianae Mall Shopping Center,86-120 Farrington Hwy,00:00-23:59,$0,21.43712,-158.18568,"(21.43712, -158.18568)",,
459,Town Center of Mililani,95-1249 Meheula Pkwy,07:00-22:00,$2,21.4529378,-158.0076693,"(21.4529378, -158.0076693)",,
903,Leilehua (State Property),1515 California Avenue,00:00-23:59,$0,21.50046,-158.01213,"(21.50046, -158.01213)",,
711,Dole Plantation,64-1550 Kamehameha Hwy,10:00-17:00,$2,21.5258,-158.0387,"(21.5258, -158.0387)",,
415,Laie Village Center,55-510 Kamehameha Hwy,08:00-19:00,$2.20,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",,
547,Marriott's Waiohai Beach Club,2249 Poipu Rd,00:00-23:59,$0,21.87506,-159.456768,"(21.87506, -159.456768)",,
703,Grand Hyatt Kauai,1571 Poipu Rd.,00:00-23:59,$0,21.87553,-159.43973,"(21.87553, -159.43973)",,
569,Grand Hyatt Kauai,1571 Poipu Rd.,00:00-23:59,$0,21.8773842,-159.4400527,"(21.8773842, -159.4400527)",,
283,Kauai Marriott Resort & Beach Club,3610 Rice Street,00:00-23:59,$0,21.961399,-159.349713,"(21.961399, -159.349713)",,
731,Costco Kauai,4300 Nuhou St,00:00-23:59,$0.30,21.96704,-159.37954,"(21.96704, -159.37954)",,
541,Nissan,3039 Aukele Street,08:00-18:00,$0,21.968054,-159.356942,"(21.968054, -159.356942)",,
683,Home Depot- Lihue,4320 Nuhou St,06:00-21:00,$0,21.96832,-159.38206,"(21.96832, -159.38206)",,
789,Safeway Hokulei Village Lihue Kauai,4454 Nuhou St.,00:00-23:59,$0,21.96883,-159.38669,"(21.96883, -159.38669)",,
555,Enterprise Rent A Car,3073 Aukele ST,07:00-22:45,$0,21.96908,-159.355776,"(21.96908, -159.355776)",,
583,Kukui Grove Center,3-2600 Kaumualii Hwy,00:00-23:59,$0,21.96955,-159.37797,"(21.96955, -159.37797)",,
281,Historic County Building,4396 Rice Street,08:00-18:00,$5,21.97398,-159.36696,"(21.97398, -159.36696)",,
285,Lihue Civic Center-Piikoi Building,4444 Rice Street,00:00-23:59,$2,21.9750959,-159.3691415,"(21.9750959, -159.3691415)",,
759,5th Circuit Court,3970 Kaana St,00:00-23:59,$0,21.97687,-159.35392,"(21.97687, -159.35392)",,
873,Lihue Airport,3901 Mokulele Loop,00:00-23:59,$7,21.97783,-159.34875,"(21.97783, -159.34875)",,
551,Marriott Kauai Lagoons,3325 Holokawelu Way,00:00-23:59,$0,21.9811111,-159.3711111,"(21.9811111, -159.3711111)",,
563,Walmart,3-3300 Kuhio Hwy,00:00-23:59,$2,21.98252,-159.3653348,"(21.98252, -159.3653348)",,
587,Wilcox Memorial Hospital,3420 Kuhio Hwy,08:00-20:00,$0,21.98578,-159.36268,"(21.98578, -159.36268)",,
289,Princeville Shopping Center,5-4280 Kuhio Highway,00:00-23:59,$0,22.2135956,-159.4743178,"(22.2135956, -159.4743178)",,
875,Westin Princeville Resort,3838 Wyllie Rd,00:00-23:59,$0,22.22286,-159.46861,"(22.22286, -159.46861)",,
